Index,Period_3_commu,Period_1_commu,Period_2_commu,Background
2126991695,4197,,,computer science
184861064,2188,,,geography
232002680,2188,,,computer science
2723891283,2188,,,econometrics
184863334,1463,,,computer science
317854028,1463,,,psychology
2889559957,1463,,,psychology
2964781957,1463,,,psychology
185020703,1465,,,medicine
1815063951,1465,,,medicine
1890207108,1465,,,medicine
2166227398,1465,,,medicine
185841082,2162,,,sociology
203934527,2162,,,economics
2563477828,2162,,,sociology
185944875,135,,129,computer science
2172231903,135,,129,medicine
2570101832,135,,129,computer science
1979776507,135,,129,medicine
2271974872,135,,129,mathematics education
2485116975,135,,129,medicine
2100215232,135,,,psychology
2121462860,135,,,medicine
2132483286,135,,,computer science
2137385616,135,,,medicine
2240829404,135,,,sociology
2462331988,135,,,medicine
186380074,624,,,computer science
852303700,624,,982,computer science
1977535389,624,,,psychology
2250292327,624,,,computer science
2575403009,624,,,computer science
1213827986,624,,982,computer science
186933586,325,,,psychology
2120201260,325,,,psychology
2918648746,325,,,psychology
2918861725,325,,,psychology
2919546332,325,,,psychology
2919857658,325,,,psychology
186990087,1172,,,psychology
665084768,1172,,,mathematics
2107042041,1172,,,computer science
2152104422,1172,,,computer science
2569488137,1172,,,computer science
187009705,170,,,computer science
324078012,170,,,computer science
2098550941,170,,,computer science
2119559416,170,,,engineering
2127657869,170,,,computer science
2169077066,170,,,mathematics
2751076189,170,,,computer science
2883907814,170,,,mathematics
187385128,2169,,695,computer science
2088495330,2169,,695,computer science
2275178523,2169,,695,computer science
188281730,4198,,,computer science
407469998,4198,,,computer science
188552884,2184,,,computer science
2426382511,2184,,,computer science
2685458041,2184,,,computer science
189221016,724,,697,business
1931032831,724,,,economics
1965645940,724,,,sociology
2073985487,724,,697,business
2111591397,724,,697,business
189496527,637,,659,computer science
536809989,637,,659,political science
2051042894,637,,,business
2127855000,637,,,engineering
2133567643,637,,659,mathematics
2167523625,637,,,psychology
2791645133,637,,,sociology
2685597242,5,,,computer science
2595787313,5,,,physics
2615466670,5,,,engineering
2514378554,5,,,computer science
2731339117,5,,,sociology
190600044,4190,,,sociology
2782099000,4190,,,sociology
191020737,738,,221,psychology
2049318313,738,,221,psychology
2096244757,738,,221,psychology
2139788402,738,,221,psychology
2165082594,738,,221,psychology
191424573,798,,,political science
1999734083,798,,,history
2342997093,798,,,economics
2925469284,798,,,art
2935106998,798,,,sociology
191598353,1486,,,sociology
2192387257,1486,,,economics
2962774261,1486,,,economics
2963253449,1486,,,economics
191963451,321,,81,medicine
717116013,321,,81,computer science
2054006596,321,,81,medicine
2118001242,321,,81,medicine
2159349688,321,,81,medicine
2170858598,321,,81,physics
191987119,808,,,biology
1601408012,808,,,biology
2039299596,808,,,geography
2144776476,808,,,geography
2312387699,808,,,biology
192004035,5,,,computer science
233957955,5,,,computer science
2624893860,5,,855,computer science
2345687710,5,,,computer science
2562039803,5,,855,mathematics
192605792,3075,,,political science
2654501687,3075,,,sociology
2755941145,3075,,,sociology
2070303593,55,,,geography
2114524068,55,,,medicine
2141443910,55,,,biology
2294583727,55,,,environmental science
2572132342,55,,,geography
193024133,88,,,political science
338270992,88,,144,computer science
521818729,88,,,computer science
1156422826,88,,,computer science
2131285562,88,,,computer science
2306463182,88,,,computer science
413485596,88,,144,computer science
1997713736,88,,144,psychology
2041825899,88,,144,computer science
2110064655,88,,,computer science
2507162337,88,,,computer science
2507284628,88,,,computer science
2511656405,88,,,computer science
2949637881,88,,144,computer science
193091517,4200,,,sociology
2089717908,4200,,,sociology
193796426,556,,,computer science
1981034670,556,,,engineering
2217373898,556,,,mathematics
2229940413,556,,,physics
2512533994,556,,,materials science
2264980191,556,,,computer science
2612566238,556,,,computer science
195128582,3079,,663,computer science
2096217475,3079,,663,computer science
2290497643,3079,,663,computer science
195553551,814,,,computer science
684420109,814,,,computer science
2213787538,814,,,engineering
2218406879,814,,,computer science
2229609701,814,,,computer science
195956318,567,,220,medicine
2040641139,567,,220,medicine
2102311392,567,,220,medicine
2147176490,567,,220,medicine
2320897860,567,,220,psychology
2192569678,567,,,political science
196532044,54,,218,physics
1330279615,54,,218,computer science
1881707077,54,,218,mathematics
2146118813,54,,218,chemistry
2552987382,54,,218,mathematics
2020894168,54,,,geography
2114022670,54,,,sociology
2530310605,54,,,computer science
2017202653,54,,,mathematics
2898812227,54,,,physics
1976988072,4,,,computer science
2034386535,4,,12,computer science
2297273366,4,9,12,computer science
2685025562,4,,,computer science
2768633085,4,,,computer science
2115000348,4,,,computer science
2166408775,4,,,biology
2222131043,4,,,biology
2223718954,4,,,computer science
2310227097,4,,,economics
2441643635,4,,,sociology
2547574800,4,,,engineering
2667124418,4,,,computer science
2773117868,4,,,computer science
2781620405,4,,,computer science
2104494912,4,,604,computer science
2550810907,4,,,psychology
2556411053,4,,,political science
2573677072,4,,,political science
2664777143,4,,,political science
197352261,1066,,,computer science
2168567796,1066,,,biology
2224164368,1066,,,computer science
2697811798,1066,,,computer science
2107924451,1066,,,computer science
2693483436,1066,,,mathematics
197647246,1,14,37,computer science
207528511,1,,37,computer science
401833296,1,14,37,mathematics
2100338238,1,,37,computer science
2111809670,1,14,37,computer science
2117245970,1,14,37,computer science
2136766026,1,,37,computer science
2127889770,1,,,computer science
2131113258,1,,,computer science
2158267603,1,,,mathematics
2174703685,1,,37,computer science
2194483685,1,,,mathematics
2342836604,1,,,computer science
2485787520,1,,,computer science
2690534472,1,,,computer science
2709215799,1,,37,computer science
2803187136,1,,,computer science
312415655,1,,534,computer science
713704318,1,,37,computer science
956782397,1,,,computer science
976610161,1,,,computer science
2110641127,1,,37,computer science
2111681693,1,,,computer science
2923241243,1,,,computer science
2992994817,1,,,computer science
2130450538,1,,37,computer science
2666849190,1,,37,computer science
1484800955,1,,534,computer science
2011250649,1,,534,computer science
198551343,821,,,psychology
2165399743,821,,,physics
2906789463,821,,,psychology
2906991385,821,,,psychology
2907372069,821,,,psychology
198647274,3080,,675,computer science
1973983982,3080,,675,computer science
2156318551,3080,,675,computer science
199161189,37,,,sociology
2408854704,37,,,psychology
2607172724,37,,,psychology
2614264837,37,,,computer science
2897421791,37,,,sociology
2102633719,37,,,sociology
2140665632,37,,228,computer science
2303813166,37,,,computer science
2619672766,37,,,computer science
2100146749,37,,228,computer science
2171567955,37,,,computer science
2298132912,37,,643,business
2437289530,37,,,engineering
2506510209,37,,228,business
2690788557,37,,228,computer science
2695231419,37,,,engineering
2488556515,37,,228,computer science
2654622394,37,,,computer science
2683977898,37,,,computer science
2694096569,37,,228,political science
2727117696,37,,,computer science
2892819250,37,,,engineering
2972144904,37,,,computer science
199212577,1140,,,computer science
2271205006,1140,,,computer science
1978739165,1140,,,computer science
2224039942,1140,,,computer science
2226595677,1140,,,computer science
199284028,4201,,,sociology
2766749336,4201,,,sociology
199481049,786,,,psychology
2131055356,786,,,medicine
2621573759,786,,,psychology
2950050580,786,,,medicine
2951011395,786,,,medicine
199546034,1479,,,computer science
1623492397,1479,,,economics
2284935111,1479,,,computer science
2561585359,1479,,,engineering
2001084644,4,,,psychology
2102388442,4,,,psychology
2134572744,4,,,political science
239738977,194,,,medicine
2044373524,194,,,medicine
1185654433,194,,,political science
2137794889,194,,,psychology
2158675569,194,,,psychology
2910032472,194,,,psychology
2911060619,194,,,psychology
388119112,4,,,computer science
1949015100,4,,,computer science
1986349404,4,,262,mathematics
2311840536,4,,,mathematics
2000610137,4,,262,sociology
2713008115,4,,262,computer science
2780930330,3,,,sociology
2921727336,3,,,medicine
2160922077,3,,,psychology
2954489852,3,,,psychology
199871776,4202,,,sociology
2265346428,4202,,,geography
200415345,3093,,587,computer science
1902987311,3093,,587,mathematics
2007860680,3093,,587,mathematics
200502877,26,,,chemistry
2116754348,26,,,computer science
2471229198,26,,,mathematics
2746109576,26,,,computer science
2793607508,26,,,computer science
1992982194,26,,,mathematics
2024811710,26,,,physics
2937026818,26,,,geography
2122290892,26,,,computer science
2474675486,26,,,computer science
2892668387,26,,,computer science
1898240277,26,,,computer science
2233218578,26,,,computer science
2075209366,26,,116,computer science
2113006633,26,,,computer science
2230318078,26,,,computer science
2567391739,26,,,chemistry
200985419,1137,,,psychology
2155459990,1137,,,psychology
2301884475,1137,,,psychology
2311868328,1137,,,psychology
2408679203,1137,,,psychology
2768233492,1137,,,psychology
201306965,522,,,sociology
227170276,522,,,sociology
1504237086,522,,,political science
2170275701,522,,,sociology
2199717614,522,,,sociology
2664253414,522,,,geography
2172242415,522,,,psychology
2200568066,522,,,sociology
202808005,620,,,computer science
1973439381,620,,938,computer science
2036993898,620,,,engineering
705532035,620,,,engineering
2309344438,620,,,engineering
2096481777,620,,938,computer science
2988688578,620,,,computer science
274004769,620,,,computer science
2068042486,620,,,computer science
203027916,4203,,951,computer science
2010504293,4203,,951,computer science
2101904456,180,,43,medicine
2122178796,180,,43,medicine
2127707731,180,,43,computer science
2197420183,180,,43,medicine
2299948934,180,,43,medicine
2305204245,180,,43,medicine
2718138878,180,,43,medicine
2657888679,180,,43,medicine
204039256,2043,,,sociology
2114823644,2043,,1060,sociology
333841076,2043,,,philosophy
2199538066,2043,,1060,sociology
2900766317,2043,,,sociology
204288848,334,,83,computer science
1202256390,334,,83,economics
1976907358,334,,83,economics
2017947436,334,,83,economics
2133536316,334,,83,economics
2138913778,334,,83,engineering
204351202,500,,,computer science
2344069462,500,,,computer science
326437611,500,,,computer science
2427573447,500,,,computer science
2623007908,500,,,materials science
2496688834,500,,,engineering
231424741,500,,,computer science
1993967208,500,,,computer science
2810558224,500,,,computer science
444185385,488,,,computer science
2100300645,488,,,computer science
2063715536,488,,,computer science
2180983767,488,,,philosophy
2198754700,488,,,computer science
2804264469,488,,,mathematics
2963144509,488,,,materials science
1964966239,2586,,,computer science
2190128382,2586,,,computer science
2132632450,2586,,,computer science
2164956234,11,,,political science
2490890748,11,,,engineering
204883927,4204,,,sociology
2891752495,4204,,,political science
2156931689,2,,,sociology
2116304819,2,,,sociology
2155576873,2,,40,computer science
2163048533,2,,,geography
2728426656,2,,,medicine
2785960214,2,,,computer science
2794885195,2,,,medicine
2897495633,2,,,medicine
2989973487,2,,,medicine
1606731132,2,,,medicine
2584559281,2,,,medicine
2570997390,2,,,biology
1774032316,3,,7,psychology
2084816747,3,,692,mathematics
2306822521,3,,692,biology
2332606267,3,,,psychology
2888540815,3,,,psychology
2983825756,3,,868,psychology
943355193,3,,,computer science
2145159063,3,,7,psychology
2563470949,3,,,psychology
2585617101,3,,,psychology
2172690930,3,,827,psychology
2085110296,3,,,psychology
2118666077,3,,,psychology
2143946457,3,,7,sociology
2550615185,3,,,political science
2598547209,3,,7,psychology
2748429858,3,,,economics
1985459262,3,,,psychology
2070473196,3,,,computer science
2131972886,3,,82,geography
1976013370,3,,,psychology
2682892773,3,,868,business
2669338406,3,,,sociology
343378153,3,,,psychology
2548964198,3,,,political science
2945104026,3,,,psychology
2945727650,3,,,psychology
206006946,4205,,,computer science
2527506071,4205,,,mathematics
206244366,4206,,950,computer science
304231651,4206,,950,sociology
206342214,248,,297,computer science
2041064628,248,,297,psychology
2099240893,248,,297,engineering
2284353421,248,,297,mathematics
2604917049,248,,,engineering
288494572,248,,,engineering
1243284627,248,,,physics
2079810293,248,,,engineering
2560339762,248,,,computer science
2981102258,248,,,medicine
206501229,268,,,geography
212608737,268,,,sociology
2125617076,268,,,sociology
2129110015,268,,,computer science
2132031051,268,,,sociology
2251179749,268,,,sociology
2397745107,268,,,sociology
2962933564,268,,,geography
2605016634,268,,,psychology
2949601167,268,,,sociology
206911289,4182,,,computer science
2996211857,4182,,,psychology
207574179,3048,,,business
747886180,3048,,,economics
1213755853,3048,,,economics
208523408,3055,,,computer science
2132281463,3055,,,medicine
2179897936,3055,,,medicine
209745025,67,,,medicine
2034328685,67,,,psychology
2106205206,67,,41,art
2344165808,67,,,medicine
2736936246,67,,,medicine
2884586816,67,,,medicine
699249659,67,,41,psychology
2012365485,67,,41,medicine
2153161088,67,,41,medicine
2275715398,67,,41,computer science
2963261088,67,,41,medicine
2130130894,67,,41,computer science
2510755574,67,,41,medicine
2511823525,67,,41,biology
210073528,574,,296,computer science
1120960849,574,,296,computer science
2122714437,574,,296,computer science
1981432850,574,,,computer science
2889109247,574,,,medicine
1966785084,574,,,sociology
2109747515,574,,296,computer science
2892835174,574,,296,geography
2609820575,574,,,computer science
2901225980,574,,,psychology
210307156,250,,,economics
586437305,250,,,sociology
1968787567,250,,,sociology
1970500336,250,,,art
2070645398,250,,,sociology
2591138176,250,,,psychology
2946909911,250,,,sociology
2957962362,250,,,psychology
1968272669,250,,,political science
2166435812,250,,763,computer science
2184928795,250,,763,computer science
210752697,3056,,,computer science
1850434723,3056,,,computer science
2776481102,3056,,,computer science
210911239,4174,,,computer science
2122148950,4174,,,computer science
211219041,1514,,,computer science
346909080,1514,,,computer science
2008075873,1514,,1092,business
2310312983,1514,,1092,computer science
211603972,3060,,,psychology
941556379,3060,,,psychology
2778937208,3060,,,psychology
212209786,4175,,,mathematics
2632492734,4175,,,economics
212476166,679,,,computer science
1965726022,679,,,computer science
2036006045,679,,,computer science
2166581368,679,,,mathematics
2796799289,679,,,mathematics
214197587,518,,,biology
2114845574,518,,,medicine
2126052767,518,,,medicine
2134555063,518,,,psychology
2672424281,518,,,biology
2919879024,518,,,medicine
214468739,1104,,,political science
335897609,1104,,,political science
2072391650,1104,,,political science
2598919721,1104,,,political science
2617842581,1104,,,political science
2139391957,1104,,,psychology
214717124,158,,,computer science
294356482,158,,,computer science
309085895,158,,,medicine
2016073668,158,,,medicine
2050821709,158,,,geography
2673755113,158,,,medicine
1947546533,158,,,medicine
2152976949,158,,,biology
2885795744,158,,,medicine
214804705,684,,,computer science
2078064770,684,,,computer science
2144745162,684,,,computer science
2148498863,684,,,computer science
2997497182,684,,,computer science
215839793,1935,,,computer science
2243413059,1935,,,computer science
2481523251,1935,,,computer science
2500156572,1935,,,computer science
215910194,1500,,,biology
2738639233,1500,,,medicine
2942680511,1500,,,political science
2943139290,1500,,,medicine
216142212,1498,,,engineering
226020416,1498,,,computer science
1187476311,1498,,,computer science
2754338048,1498,,,computer science
216421962,1013,,,computer science
1975160284,1013,,,computer science
2158520845,1013,,,mathematics
2172368479,1013,,,chemistry
2185847544,1013,,,medicine
216786632,119,,651,world wide web
2112329595,119,,651,world wide web
2169950079,119,,651,political science
2130723941,119,,,political science
2161505137,119,,,computer science
2618030821,119,,,computer science
2252463863,119,,,political science
2521780739,119,,,political science
2523579628,119,,,political science
2610229363,119,,,political science
2611860795,119,,,political science
2889728376,119,,,political science
2890092109,119,,,political science
2890258041,119,,,political science
2891804140,119,,,political science
216848345,1497,,,medicine
2122264029,1497,,,medicine
2404002843,1497,,,medicine
2981794438,1497,,,medicine
217362401,1034,,,geography
2140064154,1034,,,physics
2304890293,1034,,,biology
2607606047,1034,,691,physics
2199827992,1034,,,mathematics
217414411,3124,,,sociology
2073374484,3124,,,sociology
2924076774,3124,,,engineering
217654417,1081,,,computer science
2047770671,1081,,,computer science
2153063948,1081,,,computer science
2140422315,1081,,,computer science
2315901432,1081,,,engineering
2515680162,1081,,,computer science
217805091,289,,,psychology
1560694084,289,,,computer science
2230313536,289,,,computer science
2655790196,289,,,computer science
2921986510,289,,,computer science
2077188356,289,,,computer science
2150896571,289,,,computer science
2250602551,289,,,geography
219076745,1142,,744,computer science
312969704,1142,,,computer science
2125769409,1142,,744,computer science
2158024856,1142,,,computer science
2305816793,1142,,744,computer science
2597402890,1142,,,computer science
2806356184,1142,,,computer science
219494142,3139,,,computer science
2132503949,3139,,,biology
2208366605,3139,,,geography
219499707,3142,,646,computer science
304474149,3142,,646,art
2969454835,3142,,646,computer science
219710970,3,,,engineering
2117272525,3,,420,computer science
1989883424,3,,420,geography
2202218591,3,,,computer science
2336620221,3,,,engineering
2493053168,3,,,psychology
2131705738,3,,420,political science
2156316113,3,,,political science
2338357691,3,,420,sociology
2443958514,3,,420,computer science
2562935696,3,,,computer science
2385925965,3,,,psychology
220326450,4176,,,psychology
1695417560,4176,,,psychology
220970269,171,,,computer science
2010816455,171,,,medicine
2112653030,171,,,biology
2116005948,171,,,computer science
2133514117,171,,,computer science
2141474645,171,,609,computer science
2145401317,171,,,medicine
2294069969,171,,,chemistry
2309096421,171,,609,computer science
2696746584,171,,609,computer science
221057302,4177,,,psychology
1922679631,4177,,,computer science
221514554,95,,949,medicine
2118892338,95,,949,medicine
1992109605,95,,,psychology
1999454501,95,,,psychology
2036647032,95,,,psychology
2134962612,95,,,psychology
2586444310,95,,,psychology
2659467906,95,,,medicine
2785020994,95,,,medicine
2267959367,95,,,medicine
235600337,95,,,psychology
2167383370,95,,,psychology
2304105168,95,,,psychology
221655504,6,,,medicine
236055323,6,,,computer science
2210911679,6,,,economics
2607871842,6,,,economics
2887908816,6,,,computer science
222901815,154,,,sociology
2056442945,154,,,psychology
2138514788,154,,,computer science
2165145627,154,,,sociology
2304321638,154,,,political science
2313173177,154,,,computer science
2072668626,154,,,mathematics
2228878747,154,,,computer science
2777308353,154,,,computer science
223265435,4178,,,materials science
2961977683,4178,,,economics
223744962,2,,,engineering
1909457720,2,,,art
2356184387,2,,,computer science
2572015371,2,,,business
223821082,3100,,,sociology
2170524749,3100,,,physics
2892689856,3100,,,biology
223984046,197,,,geography
2235459832,197,,,business
2374023167,197,,,business
2463648211,197,,,geography
1965145693,197,,,geography
2039465547,197,,,geography
2134012865,197,,,geography
2953475395,197,,,business
2133350159,197,,,political science
2600280156,197,,,psychology
2657943911,197,,,psychology
224486239,284,,327,computer science
1844446367,284,,327,computer science
2023547555,284,,327,computer science
2106761393,284,,327,computer science
2148500854,284,,,computer science
2162501773,284,,,computer science
2618892954,284,,,psychology
2718409034,284,,,computer science
2989850597,284,,,computer science
1919738249,284,,,computer science
224802347,3101,,730,computer science
2187585657,3101,,730,computer science
2694033832,3101,,730,computer science
224955584,1984,,,physics
2136362108,1984,,,economics
2398762521,1984,,,economics
2582898542,1984,,,economics
2169825457,5,,,political science
2916853009,5,,,geography
225518673,3111,,,engineering
1908422452,3111,,,computer science
2970995073,3111,,,business
225717602,3112,,,business
2157283828,3112,,,economics
2910339571,3112,,,economics
225984232,3115,,,economics
2147866100,3115,,,computer science
2519793724,3115,,,computer science
226125945,994,,,psychology
1934708181,994,,,psychology
2119689567,994,,,psychology
2518579054,994,,,psychology
2593483351,994,,,psychology
227099837,3118,,,computer science
2157496735,3118,,,computer science
2659493411,3118,,,political science
227759352,864,,,psychology
293117003,864,,,economics
1989666567,864,,,medicine
2048486825,864,,,engineering
2574214340,864,,,medicine
227908609,112,,,mathematics
286906288,112,,,political science
2162342166,112,,,political science
2520027166,112,,,physics
2131371111,112,,,computer science
2702016649,112,,,sociology
2048146772,112,,,computer science
2120224441,112,,,computer science
2429340658,112,,,computer science
2557212291,112,,,computer science
228765858,3122,,,political science
2099607707,3122,,,economics
2164800350,3122,,,computer science
228847574,153,,246,political science
1980350718,153,,246,sociology
2501809293,153,,246,sociology
2653279388,153,,246,business
2166378615,153,,246,psychology
2147143829,153,,,psychology
2602814604,153,,,psychology
2017100853,153,,,political science
2775243677,153,,,sociology
2800059070,153,,,engineering
356644237,153,,,psychology
1980989853,153,,,psychology
229437117,4179,,,computer science
2110260178,4179,,,psychology
229465302,1107,,,psychology
1225149698,1107,,,psychology
2611054118,1107,,,psychology
2640124400,1107,,,psychology
2715245997,1107,,,medicine
229978813,2974,,,political science
2252963922,2974,,,political science
2896995063,2974,,,sociology
230063458,12,,,computer science
2165627445,12,,,computer science
2422879239,12,,,computer science
328840840,12,,426,computer science
718534994,12,,,chemistry
1144138726,12,,426,computer science
1979387801,12,,,mathematics
2100607419,12,,426,computer science
2121266603,12,,,computer science
2169761952,12,,44,computer science
2193721042,12,,,computer science
2250261180,12,,,engineering
2251346607,12,,,philosophy
2408228308,12,,,economics
2763605481,12,,,computer science
731390618,12,,,computer science
2765324836,12,,,political science
2948553002,12,,,art
2982688859,12,,,computer science
2515866963,12,,,psychology
2182957030,12,,,political science
2263071719,12,,,political science
230364069,2976,,,mathematics
2016814839,2976,,,computer science
2708944239,2976,,,computer science
230750209,2979,,,political science
2040829290,2979,,,computer science
2136686850,2979,,,computer science
231281025,2967,,,medicine
2517756070,2967,,,psychology
2518029460,2967,,,psychology
231884913,4180,,,biology
1965068450,4180,,,medicine
231984973,2983,,,psychology
2423790694,2983,,,medicine
2661973501,2983,,,psychology
233087674,1162,,,political science
1780214025,1162,,,medicine
2135279743,1162,,,psychology
2883541770,1162,,,psychology
2884754670,1162,,,psychology
234363618,1445,,257,computer science
402616630,1445,,257,computer science
2117189777,1445,,257,computer science
2184358768,1445,,257,business
234462185,1441,,260,computer science
342954328,1441,,260,computer science
706716433,1441,,260,engineering
1985250617,1441,,260,computer science
235423095,2985,,717,sociology
2655850353,2985,,717,sociology
2724073217,2985,,717,psychology
235628804,4181,,,sociology
2869316916,4181,,,political science
2106201263,8,,1025,sociology
1805043481,8,,,computer science
2250897005,8,,,computer science
2482568847,8,,,geography
2947005314,8,,,psychology
2807975379,8,,,psychology
2808427915,8,,,psychology
236392620,1435,,,medicine
2790340207,1435,,,medicine
2886287179,1435,,,psychology
2905057225,1435,,,psychology
236499235,929,,,computer science
2167618483,929,,,art
2305677929,929,,,political science
2436153106,929,,,art
2997473389,929,,,computer science
237135990,1153,,,computer science
2138635213,1153,,,computer science
2343374067,1153,32,439,physics
2131466463,1153,32,439,economics
2133929192,1153,32,439,computer science
2943345404,1153,,439,chemistry
2282412027,5,,6,computer science
2107983281,5,,6,medicine
2172250303,5,,,geography
237302012,4173,,,sociology
1348710901,4173,,,biology
237685504,1083,,,business
2134219371,1083,,,sociology
2164369618,1083,,,political science
2165545149,1083,,,business
2041526450,1083,,,business
2505421073,1083,,,sociology
237780637,4183,,,computer science
2622675487,4183,,,computer science
238082779,4184,,,political science
2128282964,4184,,,political science
238095193,1028,,234,medicine
2091623176,1028,,234,medicine
2112397681,1028,,234,medicine
2119625390,1028,,234,psychology
2159954328,1028,,234,medicine
238214380,1429,,368,biology
2229597804,1429,,368,computer science
2242448663,1429,,368,computer science
2951710234,1429,,368,computer science
238616794,4185,55,948,mathematics
2081960334,4185,55,948,mathematics
2003067872,90,,,economics
2566597323,90,,,geography
2056000378,90,,,geography
2058059856,90,,,geography
2156384460,90,,,geography
2551333841,90,,,economics
2584797743,90,,,biology
2920670807,90,,,geology
239662243,4186,,,sociology
2098027929,4186,,,business
239758411,1130,,,business
2035442188,1130,,,engineering
2396270897,1130,,,economics
2787632165,1130,,,business
2243591660,1130,,,geography
240737586,510,,,computer science
1112319440,510,,130,computer science
1967272513,510,,130,computer science
2046001425,510,,130,computer science
2010250031,510,,130,computer science
1986378282,510,,130,computer science
1992272099,510,,130,computer science
2046053666,510,,130,computer science
240820708,1,,,computer science
2156064568,1,,229,computer science
2532805472,1,,,computer science
2130854877,1,,229,computer science
2155291768,1,,229,computer science
2101881628,1,,,computer science
2117028084,1,,,economics
2122413751,1,,229,computer science
2127154406,1,,229,computer science
2150185293,1,,,computer science
2159296337,1,,,computer science
2751398401,1,,,computer science
2138764651,1,,229,materials science
241326464,1603,,,computer science
1999570012,1603,,,physics
2257021128,1603,,,computer science
2316586714,1603,,,computer science
241809115,62,,,computer science
1811190065,62,,,mathematics
2019935671,62,,,biology
2196512096,62,,,computer science
2421016315,62,,,computer science
2562627493,62,,,computer science
2917261252,62,,,computer science
2937440742,62,,,computer science
1991881670,62,,,computer science
2076144126,62,,,physics
2148333344,62,,,mathematics
2247988303,62,,,engineering
2754228658,62,,,economics
2785448871,62,,,computer science
2905598877,62,,,business
242218691,4187,,,sociology
2141297617,4187,,,art
242635728,614,,,business
1974635067,614,,,business
2036158639,614,,,engineering
2144102326,614,,,psychology
2287800028,614,,,computer science
2774473296,614,,,biology
243595916,1600,15,379,sociology
2107037879,1600,15,379,biology
2120568413,1600,15,379,mathematics
2170362812,1600,15,379,sociology
243641357,906,,,engineering
2079960979,906,,,geology
2101434720,906,,,geology
2136402014,906,,,geography
2138041090,906,,,geology
243981275,905,,,computer science
2124399449,905,,,computer science
2136556746,905,,,computer science
2140030024,905,,,sociology
2232383821,905,,,computer science
244474101,71,,213,computer science
2056441798,71,,213,computer science
2096268463,71,,213,computer science
2137468653,71,,213,computer science
2171058399,71,,213,computer science
2552658497,71,,,computer science
2712246130,71,,,computer science
2524404606,71,,267,chemistry
2553396412,71,,,computer science
2574428267,71,,,computer science
2634420201,71,,,computer science
244486267,1599,,,medicine
2065310619,1599,,,psychology
2107480073,1599,,,psychology
2289120359,1599,,,psychology
245728352,4188,,,psychology
2013460853,4188,,,psychology
2121636515,5,,,environmental science
2752476545,5,,,biology
2643523576,5,,,economics
2507635540,5,,,psychology
2579830806,5,,,mathematics
2647654095,5,,,geology
246440298,6,,,medicine
2119973265,6,,,medicine
2168713304,6,,,psychology
247102647,4189,,,sociology
2885212294,4189,,,sociology
247469607,1594,,,computer science
2151471917,1594,,,computer science
2516815095,1594,,,computer science
2892851174,1594,,,computer science
247616550,4199,,,political science
2526199599,4199,,,political science
247757983,2940,,,computer science
2550395402,2940,,,computer science
2631931382,2940,,,computer science
247768316,42,,61,psychology
2057076813,42,,61,computer science
2321916872,42,,61,computer science
2721682755,42,,61,computer science
1092770745,42,,,computer science
2007726145,42,,,computer science
2030587160,42,,61,medicine
2052817015,42,,,computer science
2108881481,42,,,mathematics
2145953801,42,,,medicine
2147936557,42,,61,medicine
2347076091,42,,61,psychology
2613200864,42,,,computer science
2136819530,42,,61,psychology
2227439507,42,,61,medicine
2310690758,42,,,medicine
2342931700,42,,,medicine
2412307737,42,,,medicine
247812906,1588,,,computer science
2096578792,1588,,,psychology
2138991886,1588,,,psychology
2550649751,1588,,,psychology
248106498,1587,,,medicine
2133837853,1587,,,medicine
2530649251,1587,,,medicine
2966224567,1587,,,medicine
2165213394,151,,,computer science
2803148519,151,,,chemistry
2661035421,151,,,computer science
2782219618,151,,,computer science
2784125273,151,,,computer science
2796507479,151,,,computer science
2797130025,151,,,computer science
2905854573,151,,,computer science
2905955641,151,,,computer science
2958411241,151,,,computer science
249186274,2960,,,computer science
2013136025,2960,,,computer science
2501340790,2960,,,computer science
249477598,896,,,biology
2077181067,896,,,mathematics
2125370381,896,,,biology
2152526662,896,,,biology
2273010009,896,,,biology
2141133747,1,6,2,mathematics
2925179156,1,6,2,computer science
2960218543,1,6,2,geography
335633559,1,,,computer science
2103423015,1,,,computer science
2103944787,1,,2,business
2131963313,1,,2,computer science
2256101695,1,,,computer science
2396533400,1,,,computer science
2770698062,1,,,computer science
2105262569,1,,,computer science
2657524526,1,,,political science
2729717732,1,,,geography
2498887390,1,,,computer science
2787881304,1,,,psychology
2799336824,1,,,sociology
2942530444,1,,,computer science
2096164459,1,,,computer science
2098686300,1,,,computer science
2099747503,1,,,computer science
2101570354,1,,,computer science
2153421060,1,,,computer science
2305755055,1,,180,computer science
2479735671,1,,,computer science
2615670896,1,,,computer science
2171151462,1,,,computer science
2629762833,1,,,computer science
2950742510,1,,,computer science
2142281011,1,,,computer science
249569632,1582,,,computer science
1046370699,1582,,,computer science
2119907395,1582,,,computer science
2973303835,1582,,,computer science
249820348,1109,,,political science
2144565108,1109,,,business
2511242377,1109,,,business
1980918394,1109,,,engineering
2092795708,1109,,,business
250334368,65,,,computer science
1998537617,65,,,computer science
2000027662,65,12,60,computer science
2061373200,65,,60,computer science
1467220041,65,,,computer science
2303139154,65,,,computer science
2394741349,65,,,computer science
2499418262,65,,,biology
253151403,65,,60,computer science
1600468001,65,12,60,computer science
2109349133,65,,60,computer science
2251223525,65,,60,computer science
2100178834,65,12,60,computer science
2618752594,65,12,60,computer science
2629243697,65,,,computer science
2641274247,65,,,computer science
